SITE_NAME,BEGIN,END,daysPeriod,KWH_PERIOD,kwhPerDay,PERIOD_EUR,nbInvoice
0004KO,2020-10-01,2020-10-31,30,2785,92.83,"379,83", 
0004KO,2020-11-01,2020-11-30,29,2668,92.0,"353,44", 
0005KO,2018-01-01,2018-06-30,180,14134,78.52,"1 921,96", 
0005KO,2018-07-01,2018-12-31,183,16400,89.62,"2 239,81", 
0005KO,2019-01-01,2019-06-30,180,18832,104.62,"2 470,29", 
0005KO,2019-07-01,2019-07-31,30,3412,113.73,"442,33", 
0005KO,2019-08-01,2019-08-31,30,2804,93.47,"368,51", 
0005KO,2019-09-01,2019-09-30,29,2683,92.52,"353,82", 
0005KO,2019-10-01,2019-10-31,30,2758,91.93,"362,93", 
0005KO,2019-11-01,2019-11-30,29,2654,91.52,"350,26", 
0005KO,2019-12-01,2019-12-31,30,2719,90.63,"358,19", 
0005KO,2020-01-01,2020-01-31,30,2732,91.07,"354,04", 
0005KO,2020-02-01,2020-02-29,28,2623,93.68,"341,03", 
0005KO,2020-03-01,2020-03-31,30,2776,92.53,"362,25", 
0005KO,2020-04-01,2020-04-30,29,2811,96.93,"366,46", 
0005KO,2020-05-01,2020-05-31,30,2936,97.87,"381,51", 
0005KO,2020-06-01,2020-06-30,29,2906,100.21,"377,89", 
0005KO,2020-07-01,2020-07-31,30,3058,101.93,"396,19", 
0005KO,2020-08-01,2020-08-31,30,3120,104.0,"403,65", 
0005KO,2020-09-01,2020-09-30,29,3017,104.03,"391,26", 
0005KO,2020-10-01,2020-10-31,30,3058,101.93,"396,19", 
0005KO,2020-11-01,2020-11-30,29,2913,100.45,"378,74", 
0006BB,2018-01-01,2018-01-31,30,2195,73.17,"286,32", 
0006BB,2018-02-01,2018-02-28,27,1999,74.04,"261,49", 
0006BB,2018-03-01,2018-03-31,30,2203,73.43,"288,05", 
0006BB,2018-04-01,2018-04-30,29,2174,74.97,"284,89", 
0006BB,2018-05-01,2018-05-31,30,2306,76.87,"301,54", 
0006BB,2018-06-01,2018-06-30,29,2306,79.52,"301,40", 
0006BB,2018-07-01,2018-07-31,30,2759,91.97,"358,62", 
0006BB,2018-08-01,2018-08-31,30,2781,92.7,"361,69", 
0006BB,2018-09-01,2018-09-30,29,2647,91.28,"346,44", 
0006BB,2018-10-01,2018-10-31,30,2708,90.27,"353,93", 
0006BB,2018-11-01,2018-11-30,29,2609,89.97,"341,31", 
0006BB,2018-12-01,2018-12-31,30,2827,94.23,"368,59", 
0006BB,2019-01-01,2019-01-31,30,2829,94.3,"352,08", 
0006BB,2019-02-01,2019-02-28,27,2475,91.67,"309,62", 
0006BB,2019-03-01,2019-03-31,30,2713,90.43,"338,57", 
0006BB,2019-04-01,2019-04-30,29,2505,86.38,"313,08", 
0006BB,2019-05-01,2019-05-31,30,2600,86.67,"323,20", 
0006BB,2019-06-01,2019-06-30,29,2770,95.52,"344,85", 
0006BB,2019-07-01,2019-07-31,30,2861,95.37,"355,89", 
0006BB,2019-08-01,2019-08-31,30,2826,94.2,"352,13", 
0006BB,2019-09-01,2019-09-30,29,2714,93.59,"338,31", 
0006BB,2019-10-01,2019-10-31,30,2805,93.5,"349,08", 
0006BB,2019-11-01,2019-11-30,29,2680,92.41,"334,16", 
0006BB,2019-12-01,2019-12-31,30,2735,91.17,"340,42", 
0006BB,2020-01-01,2020-01-31,30,2743,91.43,"392,84", 
0006BB,2020-02-01,2020-02-29,28,2535,90.54,"365,54", 
0006BB,2020-03-01,2020-03-31,30,2644,88.13,"383,08", 
0006BB,2020-04-01,2020-04-30,29,2569,88.59,"371,58", 
0006BB,2020-05-01,2020-05-31,30,2655,88.5,"383,26", 
0006BB,2020-06-01,2020-06-30,29,2623,90.45,"378,94", 
0006BB,2020-07-01,2020-07-31,30,2755,91.83,"396,43", 
0006BB,2020-08-01,2020-08-31,30,2797,93.23,"401,25", 
0006BB,2020-09-01,2020-09-30,29,3171,109.34,"452,79", 
0006BB,2020-10-01,2020-10-31,30,3464,115.47,"492,83", 
0006BB,2020-11-01,2020-11-30,29,3315,114.31,"459,69", 
0006BR,2018-01-01,2018-06-30,180,13640,75.78,"1 854,79", 
0006BR,2018-07-01,2018-12-31,183,14222,77.72,"1 956,44", 
0006BR,2019-01-01,2019-06-30,180,13696,76.09,"1 800,14", 
0006BR,2019-07-01,2019-07-31,30,2493,83.1,"323,81", 
0006BR,2019-08-01,2019-08-31,30,2656,88.53,"343,60", 
0006BR,2019-09-01,2019-09-30,29,2598,89.59,"336,56", 
0006BR,2019-10-01,2019-10-31,30,2619,87.3,"339,11", 
0006BR,2019-11-01,2019-11-30,29,2502,86.28,"324,91", 
0006BR,2019-12-01,2019-12-31,30,2548,84.93,"330,49", 
0006BR,2020-01-01,2020-01-31,30,2544,84.8,"330,01", 
0006BR,2020-02-01,2020-02-29,28,2417,86.32,"309,51", 
0006BR,2020-03-01,2020-03-31,30,2601,86.7,"334,24", 
0006BR,2020-04-01,2020-04-30,29,2621,90.38,"336,65", 
0006BR,2020-05-01,2020-05-31,30,2705,90.17,"346,76", 
0006BR,2020-06-01,2020-06-30,29,2632,90.76,"337,97", 
0006BR,2020-07-01,2020-07-31,30,2779,92.63,"355,67", 
0006BR,2020-08-01,2020-08-31,30,2816,93.87,"360,12", 
0006BR,2020-09-01,2020-09-30,29,2703,93.21,"346,52", 
0006BR,2020-10-01,2020-10-31,30,2759,91.97,"353,26", 
0006BR,2020-11-01,2020-11-30,29,2638,90.97,"338,69", 
0007BB,2018-01-01,2018-01-31,30,1555,51.83,"219,45", 
0007BB,2018-02-01,2018-02-28,27,1436,53.19,"202,83", 
0007BB,2018-03-01,2018-03-31,30,1706,56.87,"225,19", 
0007BB,2018-04-01,2018-04-30,29,1523,52.52,"249,77", 
0007BB,2018-05-01,2018-05-31,30,1582,52.73,"272,10", 
0007BB,2018-06-01,2018-06-30,29,1714,59.1,"313,66", 
0007BB,2018-07-01,2018-07-31,30,1923,64.1,"355,76", 
0007BB,2018-08-01,2018-08-31,30,2119,70.63,"372,94", 
0007BB,2018-09-01,2018-09-30,29,1833,63.21,"318,94", 
0007BB,2018-10-01,2018-10-31,30,1939,64.63,"285,03", 
0007BB,2018-11-01,2018-11-30,29,1931,66.59,"262,62", 
0007BB,2018-12-01,2018-12-31,30,1956,65.2,"248,41", 
0007BB,2019-01-01,2019-01-31,30,1946,64.87,"280,22", 
0007BB,2019-02-01,2019-02-28,27,1939,71.81,"294,73", 
0007BB,2019-03-01,2019-03-31,30,1739,57.97,"276,50", 
0007BB,2019-04-01,2019-04-30,29,1885,65.0,"333,65", 
0007BB,2019-05-01,2019-05-31,30,1946,64.87,"340,55", 
0007BB,2019-06-01,2019-06-30,29,1805,62.24,"364,61", 
0007BB,2019-07-01,2019-07-31,30,2124,70.8,"426,92", 
0007BB,2019-08-01,2019-08-31,30,2075,69.17,"412,93", 
0007BB,2019-09-01,2019-09-30,29,1916,66.07,"367,87", 
0007BB,2019-10-01,2019-10-31,30,2246,74.87,"375,08", 
0007BB,2019-11-01,2019-11-30,29,1829,63.07,"287,15", 
0007BB,2019-12-01,2019-12-31,30,2004,66.8,"306,61", 
0007BB,2020-01-01,2020-01-31,30,2143,71.43,"317,16", 
0007BB,2020-02-01,2020-02-29,28,1440,51.43,"223,20", 
0007BB,2020-03-01,2020-03-31,30,757,25.23,"120,36", 
0007BB,2020-04-01,2020-04-30,29,3133,108.03,"582,74", 
0007BB,2020-05-01,2020-05-31,30,2338,77.93,"425,52", 
0007BB,2020-06-01,2020-06-30,29,1725,59.48,"343,28", 
0007BB,2020-07-01,2020-07-31,30,2104,70.13,"414,49", 
0007BB,2020-08-01,2020-08-31,30,1915,63.83,"371,51", 
0007BB,2020-09-01,2020-09-30,29,2267,78.17,"428,46", 
0007BB,2020-10-01,2020-10-31,30,1857,61.9,"300,83", 
0007BB,2020-11-01,2020-11-30,29,1987,68.52,"309,97", 
0007BR,2018-01-01,2018-01-31,30,2620,87.33,"281,73", 
0007BR,2018-02-01,2018-02-28,27,2355,87.22,"254,07", 
0007BR,2018-03-01,2018-03-31,30,2755,91.83,"294,96", 
0007BR,2018-04-01,2018-04-30,29,3149,108.59,"334,89", 
0007BR,2018-05-01,2018-05-31,30,3848,128.27,"407,32", 
0007BR,2018-06-01,2018-06-30,29,3718,128.21,"393,85", 
0007BR,2018-07-01,2018-07-31,30,4107,136.9,"434,44", 
0007BR,2018-08-01,2018-08-31,30,4237,141.23,"447,92", 
0007BR,2018-09-01,2018-09-30,29,3326,114.69,"356,08", 
0007BR,2018-10-01,2018-10-31,30,2613,87.1,"281,79", 
0007BR,2018-11-01,2018-11-30,29,2396,82.62,"259,19", 
0007BR,2018-12-01,2018-12-31,30,2511,83.7,"271,31", 
0007BR,2019-01-01,2019-01-31,30,2500,83.33,"263,64", 
0007BR,2019-02-01,2019-02-28,27,2227,82.48,"235,58", 
0007BR,2019-03-01,2019-03-31,30,2538,84.6,"267,20", 
0007BR,2019-04-01,2019-04-30,29,2520,86.9,"265,35", 
0007BR,2019-05-01,2019-05-31,30,2581,86.03,"271,61", 
0007BR,2019-06-01,2019-06-30,29,2816,97.1,"296,42", 
0007BR,2019-07-01,2019-07-31,30,2731,91.03,"287,14", 
0007BR,2019-08-01,2019-08-31,30,2775,92.5,"291,72", 
0007BR,2019-09-01,2019-09-30,29,2636,90.9,"277,46", 
0007BR,2019-10-01,2019-10-31,30,2721,90.7,"286,23", 
0007BR,2019-11-01,2019-11-30,29,2584,89.1,"272,27", 
0007BR,2019-12-01,2019-12-31,30,2772,92.4,"291,44", 
0007BR,2020-01-01,2020-01-31,30,2834,94.47,"355,75", 
0007BR,2020-02-01,2020-02-29,28,2688,96.0,"337,88", 
0007BR,2020-03-01,2020-03-31,30,2820,94.0,"352,29", 
0007BR,2020-04-01,2020-04-30,29,2812,96.97,"351,17", 
0007BR,2020-05-01,2020-05-31,30,2811,93.7,"352,71", 
0007BR,2020-06-01,2020-06-30,29,2747,94.72,"344,48", 
0007BR,2020-07-01,2020-07-31,30,2887,96.23,"359,93", 
0007BR,2020-08-01,2020-08-31,30,2914,97.13,"363,22", 
0007BR,2020-09-01,2020-09-30,29,2802,96.62,"349,58", 
0007BR,2020-10-01,2020-10-31,30,2836,94.53,"353,72", 
0007BR,2020-11-01,2020-11-30,29,2690,92.76,"335,95", 
0008BB,2018-01-01,2018-12-31,364,38519,105.82,"5 096,07", 
0008BB,2019-01-01,2019-01-31,30,3559,118.63,"448,59", 
0008BB,2019-02-01,2019-02-28,27,3123,115.67,"385,65", 
0008BB,2019-03-01,2019-03-31,30,3450,115.0,"424,95", 
0008BB,2019-04-01,2019-04-30,29,3130,107.93,"385,91", 
0008BB,2019-05-01,2019-05-31,30,3174,105.8,"390,34", 
0008BB,2019-06-01,2019-06-30,29,3376,116.41,"415,66", 
0008BB,2019-07-01,2019-07-31,30,3527,117.57,"434,07", 
0008BB,2019-08-01,2019-08-31,30,3545,118.17,"435,75", 
0008BB,2019-09-01,2019-09-30,29,3371,116.24,"414,48", 
0008BB,2019-10-01,2019-10-31,30,3434,114.47,"421,74", 
0008BB,2019-11-01,2019-11-30,29,3284,113.24,"403,80", 
0008BB,2019-12-01,2019-12-31,30,3269,108.97,"401,94", 
0008BB,2020-01-01,2020-01-31,30,3277,109.23,"463,95", 
0008BB,2020-02-01,2020-02-29,28,3062,109.36,"435,72", 
0008BB,2020-03-01,2020-03-31,30,3247,108.23,"464,40", 
0008BB,2020-04-01,2020-04-30,29,3131,107.97,"446,82", 
0008BB,2020-05-01,2020-05-31,30,3235,107.83,"460,84", 
0008BB,2020-06-01,2020-06-30,29,3267,112.66,"465,56", 
0008BB,2020-07-01,2020-07-31,30,3524,117.47,"500,24", 
0008BB,2020-08-01,2020-08-31,30,3516,117.2,"497,99", 
0008BB,2020-09-01,2020-09-30,29,3294,113.59,"467,29", 
0008BB,2020-10-01,2020-10-31,30,3378,112.6,"478,44", 
0008BB,2020-11-01,2020-11-30,29,3186,109.86,"442,00", 
0008BR,2018-01-01,2018-12-31,364,28936,79.49,"3 342,01", 
0008BR,2019-01-01,2019-09-11,253,20339,80.39,"2 305,16", 
0008BR,2019-09-12,2019-12-31,110,9483,86.21,"1 067,71", 
0008KO,2018-01-01,2018-01-31,30,2484,82.8,"307,08", 
0008KO,2018-02-01,2018-02-28,27,2298,85.11,"284,67", 
0008KO,2018-03-01,2018-03-31,30,2503,83.43,"309,37", 
0008KO,2018-04-01,2018-04-30,29,2419,83.41,"299,25", 
0008KO,2018-05-01,2018-05-31,30,2508,83.6,"309,97", 
0008KO,2018-06-01,2018-06-30,29,2426,83.66,"300,09", 
0008KO,2018-07-01,2018-07-31,30,2517,83.9,"311,23", 
0008KO,2018-08-01,2018-08-31,30,2510,83.67,"310,39", 
0008KO,2018-09-01,2018-09-30,29,2426,83.66,"302,17", 
0008KO,2018-10-01,2018-10-31,30,2843,94.77,"352,77", 
0008KO,2018-11-01,2018-11-30,29,2884,99.45,"357,75", 
0008KO,2018-12-01,2018-12-31,30,2957,98.57,"366,61", 
0008KO,2019-01-01,2019-01-31,30,2965,98.83,"404,07", 
0008KO,2019-02-01,2019-02-28,27,2673,99.0,"365,05", 
0008KO,2019-03-01,2019-03-31,30,2957,98.57,"403,00", 
0008KO,2019-04-01,2019-04-30,29,2727,94.03,"372,27", 
0008KO,2019-05-01,2019-05-31,30,2613,87.1,"357,04", 
0008KO,2019-06-01,2019-06-30,29,2584,89.1,"353,16", 
0008KO,2019-07-01,2019-07-31,30,2633,87.77,"359,71", 
0008KO,2019-08-01,2019-08-31,30,2653,88.43,"362,38", 
0008KO,2019-09-01,2019-09-30,29,2558,88.21,"349,69", 
0008KO,2019-10-01,2019-10-31,30,2651,88.37,"362,11", 
0008KO,2019-11-01,2019-11-30,29,2551,87.97,"348,75", 
0008KO,2019-12-01,2019-12-31,30,2610,87.0,"356,64", 
0008KO,2020-01-01,2020-01-31,30,2625,87.5,"356,59", 
0008KO,2020-02-01,2020-02-29,28,2519,89.96,"342,55", 
0008KO,2020-03-01,2020-03-31,30,2680,89.33,"363,88", 
0008KO,2020-04-01,2020-04-30,29,2693,92.86,"365,60", 
0008KO,2020-05-01,2020-05-31,30,2791,93.03,"378,58", 
0008KO,2020-06-01,2020-06-30,29,2718,93.72,"368,91", 
0008KO,2020-07-01,2020-07-31,30,2868,95.6,"388,79", 
0008KO,2020-08-01,2020-08-31,30,2902,96.73,"393,29", 
0008KO,2020-09-01,2020-09-30,29,2831,97.62,"383,88", 
0008KO,2020-10-01,2020-10-31,30,2902,96.73,"393,29", 
0008KO,2020-11-01,2020-11-30,29,2781,95.9,"377,26", 
0009BB,2018-01-01,2018-01-31,30,2370,79.0,"306,70", 
0009BB,2018-02-01,2018-02-28,27,2135,79.07,"277,21", 
0009BB,2018-03-01,2018-03-31,30,2366,78.87,"306,45", 
0009BB,2018-04-01,2018-04-30,29,2436,84.0,"314,57", 
0009BB,2018-05-01,2018-05-31,30,2582,86.07,"333,98", 
0009BB,2018-06-01,2018-06-30,29,2540,87.59,"327,70", 
0009BB,2018-07-01,2018-07-31,30,2943,98.1,"379,44", 
0009BB,2018-08-01,2018-08-31,30,2964,98.8,"382,43", 
0009BB,2018-09-01,2018-09-30,29,2835,97.76,"367,86", 
0009BB,2018-10-01,2018-10-31,30,2913,97.1,"377,68", 
0009BB,2018-11-01,2018-11-30,29,2797,96.45,"362,88", 
0009BB,2018-12-01,2018-12-31,30,3021,100.7,"390,99", 
0009BB,2019-01-01,2019-01-31,30,3027,100.9,"373,70", 
0009BB,2019-02-01,2019-02-28,27,2675,99.07,"333,61", 
0009BB,2019-03-01,2019-03-31,30,3006,100.2,"372,20", 
0009BB,2019-04-01,2019-04-30,29,2683,92.52,"331,52", 
0009BB,2019-05-01,2019-05-31,30,2782,92.73,"340,73", 
0009BB,2019-06-01,2019-06-30,29,2998,103.38,"367,70", 
0009BB,2019-07-01,2019-07-31,30,3031,101.03,"370,77", 
0009BB,2019-08-01,2019-08-31,30,3073,102.43,"376,80", 
0009BB,2019-09-01,2019-09-30,29,2866,98.83,"354,27", 
0009BB,2019-10-01,2019-10-31,30,2937,97.9,"362,61", 
0009BB,2019-11-01,2019-11-30,29,2750,94.83,"339,48", 
0009BB,2019-12-01,2019-12-31,30,2812,93.73,"346,81", 
0009BB,2020-01-01,2020-01-31,30,2815,93.83,"399,87", 
0009BB,2020-02-01,2020-02-29,28,2611,93.25,"373,14", 
0009BB,2020-03-01,2020-03-31,30,2738,91.27,"393,38", 
0009BB,2020-04-01,2020-04-30,29,2658,91.66,"381,03", 
0009BB,2020-05-01,2020-05-31,30,2742,91.4,"392,39", 
0009BB,2020-06-01,2020-06-30,29,2697,93.0,"386,03", 
0009BB,2020-07-01,2020-07-31,30,2843,94.77,"405,42", 
0009BB,2020-08-01,2020-08-31,30,2895,96.5,"411,47", 
0009BB,2020-09-01,2020-09-30,29,2768,95.45,"393,75", 
0009BB,2020-10-01,2020-10-31,30,2846,94.87,"404,49", 
0009BB,2020-11-01,2020-11-30,29,2731,94.17,"378,69", 
0009BR,2018-01-01,2018-03-31,89,6516,73.21,"982,92", 
0009BR,2018-04-01,2018-07-02,92,6591,71.64,"791,76", 
0009BR,2018-07-01,2018-09-30,91,6741,74.08,"806,03", 
0009BR,2018-10-01,2018-12-31,91,7399,81.31,"917,76", 
0009BR,2019-01-01,2019-03-31,89,6774,76.11,"997,27", 
0009BR,2019-04-01,2019-06-30,90,7421,82.46,"1 274,48", 
0009BR,2019-07-01,2019-09-30,91,7650,84.07,"1 300,58", 
0009BR,2019-10-01,2019-12-31,91,7427,81.62,"1 301,21", 
0009BR,2020-01-01,2020-03-31,90,7322,81.36,"1 278,42", 
0009BR,2020-04-01,2020-06-30,90,7325,81.39,"1 317,53", 
0009BR,2020-07-01,2020-09-30,91,7516,82.59,"1 238,88", 
0009KO,2018-01-01,2018-03-31,89,7741,86.98,"994,72", 
0009KO,2018-04-01,2018-06-30,90,7551,83.9,"999,00", 
0009KO,2018-07-01,2018-09-30,91,7910,86.92,"1 021,18", 
0009KO,2018-10-01,2018-12-31,91,7950,87.36,"1 042,25", 
0009KO,2019-01-01,2019-03-31,89,9378,105.37,"1 208,82", 
0009KO,2019-04-01,2019-06-30,90,8192,91.02,"1 117,39", 
0009KO,2019-07-01,2019-09-30,91,8130,89.34,"1 017,06", 
0009KO,2019-10-01,2019-12-31,91,8040,88.35,"1 000,18", 
0009KO,2020-01-01,2020-03-31,90,8080,89.78,"1 092,42", 
0009KO,2020-04-01,2020-06-30,90,8511,94.57,"1 225,58", 
0009KO,2020-07-01,2020-09-30,91,8849,97.24,"1 251,25", 
0010BB,2018-01-01,2018-01-31,30,2467,82.23,"318,71", 
0010BB,2018-02-01,2018-02-28,27,2172,80.44,"281,64", 
0010BB,2018-03-01,2018-03-31,30,2494,83.13,"322,51", 
0010BB,2018-04-01,2018-04-30,29,2504,86.34,"323,93", 
0010BB,2018-05-01,2018-05-31,30,2897,96.57,"373,23", 
0010BB,2018-06-01,2018-06-30,29,3015,103.97,"388,53", 
0010BB,2018-07-01,2018-07-31,30,3195,106.5,"411,86", 
0010BB,2018-08-01,2018-08-31,30,3220,107.33,"415,38", 
0010BB,2018-09-01,2018-09-30,29,3030,104.48,"393,23", 
0010BB,2018-10-01,2018-10-31,30,3073,102.43,"397,86", 
0010BB,2018-11-01,2018-11-30,29,3029,104.45,"392,19", 
0010BB,2018-12-01,2018-12-31,30,3244,108.13,"418,95", 
0010BB,2019-01-01,2019-01-31,30,3218,107.27,"395,91", 
0010BB,2019-02-01,2019-02-28,27,2851,105.59,"353,96", 
0010BB,2019-03-01,2019-03-31,30,3158,105.27,"389,55", 
0010BB,2019-04-01,2019-04-30,29,2735,94.31,"337,49", 
0010BB,2019-05-01,2019-05-31,30,2799,93.3,"344,49", 
0010BB,2019-06-01,2019-06-30,29,2992,103.17,"369,14", 
0010BB,2019-07-01,2019-07-31,30,3088,102.93,"379,54", 
0010BB,2019-08-01,2019-08-31,30,3125,104.17,"384,93", 
0010BB,2019-09-01,2019-09-30,29,2954,101.86,"365,29", 
0010BB,2019-10-01,2019-10-31,30,3018,100.6,"371,89", 
0010BB,2019-11-01,2019-11-30,29,2858,98.55,"352,46", 
0010BB,2019-12-01,2019-12-31,30,2935,97.83,"361,65", 
0010BB,2020-01-01,2020-01-31,30,2932,97.73,"415,96", 
0010BB,2020-02-01,2020-02-29,28,2722,97.21,"388,40", 
0010BB,2020-03-01,2020-03-31,30,2883,96.1,"413,84", 
0010BB,2020-04-01,2020-04-30,29,2803,96.66,"401,36", 
0010BB,2020-05-01,2020-05-31,30,2893,96.43,"413,48", 
0010BB,2020-06-01,2020-06-30,29,2848,98.21,"407,01", 
0010BB,2020-07-01,2020-07-31,30,2981,99.37,"424,52", 
0010BB,2020-08-01,2020-08-31,30,3038,101.27,"431,47", 
0010BB,2020-09-01,2020-09-30,29,2911,100.38,"413,90", 
0010BB,2020-10-01,2020-10-31,30,2985,99.5,"423,65", 
0010BB,2020-11-01,2020-11-30,29,2860,98.62,"396,52", 
0010BR,2018-01-01,2018-01-31,30,2453,81.77,"267,99", 
0010BR,2018-02-01,2018-02-28,27,2226,82.44,"243,87", 
0010BR,2018-03-01,2018-03-31,30,2495,83.17,"272,30", 
0010BR,2018-04-01,2018-04-30,29,2443,84.24,"266,78", 
0010BR,2018-05-01,2018-05-31,30,2551,85.03,"278,15", 
0010BR,2018-06-01,2018-06-30,29,2471,85.21,"269,63", 
0010BR,2018-07-01,2018-07-31,30,2551,85.03,"278,27", 
0010BR,2018-08-01,2018-08-31,30,2555,85.17,"278,64", 
0010BR,2018-09-01,2018-09-30,29,2441,84.17,"268,45", 
0010BR,2018-10-01,2018-10-31,30,2507,83.57,"275,44", 
0010BR,2018-11-01,2018-11-30,29,2407,83.0,"264,75", 
0010BR,2018-12-01,2018-12-31,30,2465,82.17,"270,92", 
0010BR,2019-01-01,2019-01-31,30,2443,81.43,"262,18", 
0010BR,2019-02-01,2019-02-28,27,2221,82.26,"239,06", 
0010BR,2019-03-01,2019-03-31,30,2467,82.23,"264,62", 
0010BR,2019-04-01,2019-04-30,29,2401,82.79,"257,73", 
0010BR,2019-05-01,2019-05-31,30,2490,83.0,"266,94", 
0010BR,2019-06-01,2019-06-30,29,2472,85.24,"265,01", 
0010BR,2019-07-01,2019-07-31,30,2565,85.5,"273,75", 
0010BR,2019-08-01,2019-08-31,30,2734,91.13,"286,41", 
0010BR,2019-09-01,2019-09-30,29,2625,90.52,"275,28", 
0010BR,2019-10-01,2019-10-31,30,2628,87.6,"275,58", 
0010BR,2019-11-01,2019-11-30,29,2499,86.17,"262,45", 
0010BR,2019-12-01,2019-12-31,30,2596,86.53,"272,33", 
0010BR,2020-01-01,2020-01-31,30,2598,86.6,"325,71", 
0010BR,2020-02-01,2020-02-29,28,2502,89.36,"313,97", 
0010BR,2020-03-01,2020-03-31,30,2700,90.0,"336,51", 
0010BR,2020-04-01,2020-04-30,29,2729,94.1,"340,04", 
0010BR,2020-05-01,2020-05-31,30,2819,93.97,"350,99", 
0010BR,2020-06-01,2020-06-30,29,2765,95.34,"344,42", 
0010BR,2020-07-01,2020-07-31,30,2927,97.57,"364,14", 
0010BR,2020-08-01,2020-08-31,30,2970,99.0,"369,37", 
0010BR,2020-09-01,2020-09-30,29,2847,98.17,"354,40", 
0010BR,2020-10-01,2020-10-31,30,2905,96.83,"361,46", 
0010BR,2020-11-01,2020-11-30,29,2778,95.79,"346,00", 
0010KO,2018-01-01,2018-01-31,30,2370,79.0,"294,55", 
0010KO,2018-02-01,2018-02-28,27,2152,79.7,"268,28", 
0010KO,2018-03-01,2018-03-31,30,2379,79.3,"295,63", 
0010KO,2018-04-01,2018-04-30,29,2336,80.55,"290,45", 
0010KO,2018-05-01,2018-05-31,30,2429,80.97,"301,66", 
0010KO,2018-06-01,2018-06-30,29,2359,81.34,"293,22", 
0010KO,2018-07-01,2018-07-31,30,2448,81.6,"304,12", 
0010KO,2018-08-01,2018-08-31,30,2478,82.6,"307,73", 
0010KO,2018-09-01,2018-09-30,29,2359,81.34,"295,24", 
0010KO,2018-10-01,2018-10-31,30,2417,80.57,"302,28", 
0010KO,2018-11-01,2018-11-30,29,2322,80.07,"290,75", 
0010KO,2018-12-01,2018-12-31,30,2672,89.07,"333,22", 
0010KO,2019-01-01,2019-01-31,30,2864,95.47,"391,79", 
0010KO,2019-02-01,2019-02-28,27,2588,95.85,"354,92", 
0010KO,2019-03-01,2019-03-31,30,2745,91.5,"375,89", 
0010KO,2019-04-01,2019-04-30,29,2523,87.0,"346,23", 
0010KO,2019-05-01,2019-05-31,30,2593,86.43,"355,58", 
0010KO,2019-06-01,2019-06-30,29,2554,88.07,"350,37", 
0010KO,2019-07-01,2019-07-31,30,2605,86.83,"357,19", 
0010KO,2019-08-01,2019-08-31,30,2617,87.23,"358,79", 
0010KO,2019-09-01,2019-09-30,29,2521,86.93,"345,96", 
0010KO,2019-10-01,2019-10-31,30,2601,86.7,"356,65", 
0010KO,2019-11-01,2019-11-30,29,2503,86.31,"343,56", 
0010KO,2019-12-01,2019-12-31,30,2564,85.47,"351,71", 
0010KO,2020-01-01,2020-01-31,30,2576,85.87,"351,46", 
0010KO,2020-02-01,2020-02-29,28,2474,88.36,"337,95", 
0010KO,2020-03-01,2020-03-31,30,2638,87.93,"359,68", 
0010KO,2020-04-01,2020-04-30,29,2654,91.52,"361,80", 
0010KO,2020-05-01,2020-05-31,30,2739,91.3,"373,06", 
0010KO,2020-06-01,2020-06-30,29,2675,92.24,"364,58", 
0010KO,2020-07-01,2020-07-31,30,2817,93.9,"383,39", 
0010KO,2020-08-01,2020-08-31,30,2872,95.73,"390,68", 
0010KO,2020-09-01,2020-09-30,29,2757,95.07,"375,44", 
0010KO,2020-10-01,2020-10-31,30,2833,94.43,"385,51", 
0010KO,2020-11-01,2020-11-30,29,2717,93.69,"370,14", 
0011BB,2018-01-01,2018-01-31,30,2631,87.7,"337,73", 
0011BB,2018-02-01,2018-02-28,27,2505,92.78,"320,94", 
0011BB,2018-03-01,2018-03-31,30,2352,78.4,"303,75", 
0011BB,2018-04-01,2018-04-30,29,1796,61.93,"235,36", 
0011BB,2018-05-01,2018-05-31,30,1917,63.9,"250,89", 
0011BB,2018-06-01,2018-06-30,29,1893,65.28,"247,37", 
0011BB,2018-07-01,2018-07-31,30,1992,66.4,"261,07", 
0011BB,2018-08-01,2018-08-31,30,2019,67.3,"264,60", 
0011BB,2018-09-01,2018-09-30,29,1879,64.79,"248,21", 
0011BB,2018-10-01,2018-10-31,30,1866,62.2,"245,45", 
0011BB,2018-11-01,2018-11-30,29,1775,61.21,"233,82", 
0011BB,2018-12-01,2018-12-31,30,1823,60.77,"239,71", 
0011BB,2019-01-01,2019-01-31,30,1839,61.3,"231,09", 
0011BB,2019-02-01,2019-02-28,27,1646,60.96,"208,13", 
0011BB,2019-03-01,2019-03-31,30,1803,60.1,"227,33", 
0011BB,2019-04-01,2019-04-30,29,1698,58.55,"215,11", 
0011BB,2019-05-01,2019-05-31,30,1762,58.73,"221,84", 
0011BB,2019-06-01,2019-06-30,29,1783,61.48,"225,16", 
0011BB,2019-07-01,2019-07-31,30,1816,60.53,"229,04", 
0011BB,2019-08-01,2019-08-31,30,1833,61.1,"231,12", 
0011BB,2019-09-01,2019-09-30,29,1723,59.41,"217,51", 
0011BB,2019-10-01,2019-10-31,30,1774,59.13,"223,48", 
0011BB,2019-11-01,2019-11-30,29,1700,58.62,"214,65", 
0011BB,2019-12-01,2019-12-31,30,1766,58.87,"222,41", 
0011BB,2020-01-01,2020-01-31,30,1760,58.67,"262,79", 
